source_node,destination_node,distance,types
1,2,2.23606797749979,0
1,3,3.1622776601683795,0
1,4,4.123105625617661,0
1,5,5.0990195135927845,0
1,6,6.082762530298219,0
1,7,7.0710678118654755,0
1,8,8.06225774829855,0
1,9,9.055385138137417,0
1,10,10.04987562112089,0
1,11,11.045361017187261,0
1,12,12.041594578792296,0
1,13,13.038404810405298,0
1,14,14.035668847618199,0
2,3,3.605551275463989,0
2,4,4.47213595499958,0
2,7,7.280109889280518,0
2,9,9.219544457292887,0
2,15,15.132745950421556,0
2,16,16.1245154965971,0
2,17,17.11724276862369,0
2,18,18.110770276274835,0
2,19,19.1049731745428,0
2,20,20.09975124224178,0
2,21,21.095023109728988,0
2,22,22.090722034374522,0
2,23,23.08679276123039,0
2,24,24.08318915758459,0
2,25,25.079872407968907,0
2,26,26.076809620810597,0
2,27,27.073972741361768,0
2,28,28.071337695236398,0
2,29,29.068883707497267,0
2,30,30.066592756745816,0
2,31,31.064449134018133,0
2,32,32.0624390837628,0
2,33,33.06055050963308,0
2,34,34.058772731852805,0
2,35,35.05709628591621,0
2,36,36.05551275463989,0
2,37,37.05401462729781,0
2,38,38.05259518088089,0
2,39,39.05124837953327,0
2,40,40.049968789001575,0
2,41,41.048751503547585,0
2,42,42.04759208325728,0
2,43,43.04648650006177,0
2,44,44.04543109109048,0
2,45,45.044422518220834,0
2,46,46.04345773288535,0
2,47,47.042533945356304,0
2,48,48.041648597857254,0
2,49,49.040799340956916,0
2,50,50.039984012787215,0
2,51,51.03920062069938,0
2,52,52.03844732503075,0
2,53,53.03772242470448,0
2,54,54.037024344425184,0
2,55,55.036351623268054,0
2,56,56.0357029044876,0
2,57,57.0350769263968,0
2,58,58.034472514187634,0
2,59,59.033888572581766,0
2,60,60.03332407921454,0
2,61,61.032778078668514,0
2,62,62.03224967708329,0
2,63,63.0317380372777,0
2,64,64.03124237432849,0
2,65,65.03076195155643,0
2,66,66.03029607687671,0
2,67,67.02984409947557,0
2,68,68.0294054067798,0
2,69,69.02897942168927,0
2,70,70.02856560004639,0
2,71,71.02816342831905,0
2,72,72.02777242147643,0
2,73,73.02739212103907,0
2,74,74.02702209328699,0
2,75,75.02666192761077,0
2,76,76.02631123499285,0
2,77,77.02596964660685,0
2,78,78.02563681252464,0
2,79,79.02531240052139,0
2,80,80.02499609497022,0
2,81,81.02468759581859,0
2,82,82.02438661763951,0
2,83,83.02409288875127,0
2,84,84.02380615040002,0
2,85,85.0235261559999,0
2,86,86.02325267042627,0
2,87,87.02298546935747,0
2,88,88.02272433866155,0
2,89,89.02246907382428,0
2,90,90.0222194794152,0
2,91,91.02197536858887,0
2,92,92.02173656261873,0
2,93,93.02150289046077,0
2,94,94.02127418834527,0
2,95,95.02105029939419,0
2,96,96.02083107326243,0
2,97,97.02061636580135,0
2,98,98.02040603874276,0
2,99,99.02019995940222,0
2,100,100.0199980003999,0
2,101,101.01980003939822,0
2,102,102.0196059588548,0
2,103,103.01941564578979,0
2,104,104.01922899156675,0
2,105,105.01904589168576,0
2,106,106.01886624558857,0
2,107,107.01868995647442,0
2,108,108.01851693112621,0
2,109,109.01834707974616,0
2,110,110.01818031580054,0
2,111,111.01801655587259,0
2,112,112.01785571952357,0
2,113,113.01769772916099,0
2,114,114.0175425099138,0
2,115,115.0173899895142,0
2,116,116.01724009818541,0
2,117,117.01709276853532,0
2,118,118.01694793545543,0
2,119,119.01680553602503,0
2,120,120.01666550941998,0
2,121,121.01652779682617,0
2,122,122.01639234135715,0
2,123,123.01625908797584,0
2,124,124.01612798341996,0
2,125,125.01599897613104,0
2,126,126.01587201618692,0
2,127,127.01574705523721,0
2,128,128.01562404644207,0
2,129,129.0155029444136,0
2,130,130.01538370516005,0
2,131,131.01526628603247,0
2,132,132.015150645674,0
2,133,133.01503674397117,0
2,134,134.01492454200763,0
2,135,135.0148140020198,0
2,136,136.01470508735443,0
2,137,137.01459776242822,0
2,138,138.01449199268893,0
2,139,139.01438774457844,0
2,140,140.0142849854971,0
2,141,141.01418368376991,0
2,142,142.01408380861386,0
2,143,143.01398533010678,0
2,144,144.01388821915754,0
2,145,145.01379244747721,0
2,146,146.01369798755184,0
2,147,147.0136048126159,0
2,148,148.0135128966271,0
2,149,149.01342221424215,0
2,150,150.0133327407934,0
2,151,151.0132444522665,0
2,152,152.0131573252789,0
2,153,153.0130713370593,0
2,154,154.01298646542764,0
2,155,155.0129026887762,0
2,156,156.01281998605114,0
2,157,157.01273833673497,0
2,158,158.01265772082945,0
2,159,159.0125781188394,0
2,160,160.0124995117569,0
